id,forwardPivotInt,InnerForwardPivotInt
1328206972387201030,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324670582156242944,None,Manipulated media
1328256300891836416,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325122444600897536,None,Official sources may not have called the race when this was Tweeted
1339015955985346562,None,This claim about election fraud is disputed
1342213435044622338,None,This claim about election fraud is disputed
1333208659233484801,None,This claim about election fraud is disputed
1323865325167878145,None,Learn about US 2020 election security efforts
1335034035958112256,None,This claim about election fraud is disputed
1328096211778367489,None,This claim about election fraud is disputed
1342248370488934402,None,This claim about election fraud is disputed
1324008614550478849,None,Learn about US 2020 election security efforts
1327959470345949186,None,This claim about election fraud is disputed
1328271647409844224,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328211864694648838,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1324655767979438080,None,Manipulated media
1325225976842874885,None,This claim about election fraud is disputed
1326595529409703936,This claim about election fraud is disputed,None
1326655780481863680,This claim about election fraud is disputed,None
1326907639121518594,None,This claim about election fraud is disputed
1325120510938722305,None,Official sources may not have called the race when this was Tweeted
1326481160034267138,None,This claim about election fraud is disputed
1329536220444168193,None,This claim about election fraud is disputed
1326655275982442497,None,Learn how voting by mail is safe and secure
1327963034418024448,None,This claim about election fraud is disputed
1324108559886536706,None,Official sources may not have called the race when this was Tweeted
1329508846474301445,None,This claim about election fraud is disputed
1325204612471808001,None,This claim about election fraud is disputed
1325129204174761993,None,This claim about election fraud is disputed
1328217572790202368,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328203593867022336,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328364206534561793,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328202157062041602,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1325166914482573313,None,Official sources may not have called the race when this was Tweeted
1324142033909538819,None,Official sources may not have called the race when this was Tweeted
1328107184203423748,None,This claim about election fraud is disputed
1341164985712599050,None,This claim about election fraud is disputed
1337750935452454913,None,This claim about election fraud is disputed
